record_id,date,day_of_week,warehouse_id,warehouse_name,city,zone,product_id,product_name,category,subcategory,brand,unit_price_inr,cost_price_inr,opening_stock,units_sold,units_returned,return_reason,damaged_units,closing_stock,reorder_level,max_capacity,restock_quantity,availability_status,storage_type,shelf_life_days,expiry_date,supplier_name,delivery_time_mins,customer_rating,revenue_inr,profit_inr
1461,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,239,16,1,Wrong Item Delivered,2,224,45,300,0,In Stock,Frozen,365,2027-06-10,ITC Supply Chain,11.7,3.6,2384,384
1462,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,213,46,4,Customer Changed Mind,1,171,37,250,0,In Stock,Dry Storage,210,2027-01-06,Metro Cash Carry,12.9,4.0,1150,276
1463,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,106,36,1,Not Returned,0,71,45,300,0,In Stock,Dry Storage,365,2027-06-10,National FMCG Supplies,7.8,4.1,6300,828
1464,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,33,11,0,Not Returned,1,22,37,250,0,Low Stock,Dry Storage,150,2026-11-07,Metro Cash Carry,11.0,4.7,220,44
1465,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,251,12,0,Not Returned,2,239,45,300,0,In Stock,Dry Storage,180,2026-12-07,ITC Supply Chain,7.9,4.7,1320,216
1466,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,77,30,2,Expired Product,0,49,37,250,0,In Stock,Dry Storage,1095,2029-06-09,FreshFarm Distributors,9.9,4.1,17970,2670
1467,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,45,16,0,Not Returned,0,29,15,100,0,In Stock,Dry Storage,365,2027-06-10,Local Vendor Network,9.4,4.4,3840,560
1468,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,44,32,3,Damaged Packaging,0,15,22,150,80,Low Stock,Frozen,180,2026-12-07,National FMCG Supplies,15.0,3.8,6720,1024
1469,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,110,14,0,Not Returned,2,96,30,200,0,In Stock,Dry Storage,730,2028-06-09,Reliance Retail Wholesale,15.1,4.8,392,84
1470,2026-06-10,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,71,28,2,Customer Changed Mind,2,45,15,100,0,In Stock,Cold Storage,15,2026-06-25,Amul Cooperative,14.9,3.6,980,308
1471,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,30,27,1,Expired Product,1,4,22,150,0,Low Stock,Dry Storage,365,2027-06-10,Metro Cash Carry,12.8,3.8,4725,621
1472,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,181,56,3,Quality Issue,2,128,30,200,0,In Stock,Cold Storage,180,2026-12-07,HUL Direct Distribution,15.2,3.6,15400,1680
1473,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,19,11,0,Not Returned,0,8,15,100,0,Low Stock,Cold Storage,7,2026-06-17,Metro Cash Carry,14.3,4.4,440,77
1474,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,25,14,1,Customer Changed Mind,1,12,15,100,80,Low Stock,Dry Storage,365,2027-06-10,FreshFarm Distributors,6.0,3.8,2310,238
1475,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,121,43,0,Not Returned,2,78,22,150,0,In Stock,Dry Storage,120,2026-10-08,Amul Cooperative,11.0,5.0,12427,1462
1476,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,87,10,0,Not Returned,0,77,45,300,0,In Stock,Dry Storage,210,2027-01-06,Amul Cooperative,14.7,4.5,250,60
1477,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,183,53,1,Wrong Item Delivered,4,131,30,200,0,In Stock,Dry Storage,730,2028-06-09,Reliance Retail Wholesale,11.2,4.4,1484,318
1478,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,135,53,3,Expired Product,0,85,22,150,0,In Stock,Dry Storage,365,2027-06-10,Metro Cash Carry,8.8,4.0,12720,1855
1479,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,105,52,3,Customer Changed Mind,0,56,37,250,0,In Stock,Dry Storage,730,2028-06-09,Local Vendor Network,11.7,4.6,4940,884
1480,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,56,9,1,Damaged Packaging,0,48,15,100,0,In Stock,Cold Storage,10,2026-06-20,National FMCG Supplies,14.8,4.4,360,126
1481,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,43,20,2,Customer Changed Mind,0,25,15,100,0,In Stock,Dry Storage,730,2028-06-09,Metro Cash Carry,10.8,3.7,2700,460
1482,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,15,12,0,Not Returned,1,3,37,250,80,Low Stock,Dry Storage,120,2026-10-08,FreshFarm Distributors,12.5,4.0,780,132
1483,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,147,7,1,Not Returned,3,141,22,150,0,In Stock,Frozen,180,2026-12-07,Amul Cooperative,9.0,4.6,1470,224
1484,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,102,70,2,Wrong Item Delivered,2,34,37,250,50,Low Stock,Dry Storage,730,2028-06-09,Local Vendor Network,10.3,4.2,3850,700
1485,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,2,1,0,Not Returned,0,1,30,200,30,Low Stock,Dry Storage,240,2027-02-05,Metro Cash Carry,8.0,4.1,50,9
1486,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,114,26,1,Quality Issue,1,89,37,250,0,In Stock,Dry Storage,180,2026-12-07,HUL Direct Distribution,6.0,4.7,2860,468
1487,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,200,51,1,Expired Product,2,150,30,200,0,In Stock,Dry Storage,1095,2029-06-09,Amul Cooperative,7.4,3.9,30549,4539
1488,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,4,4,1,Wrong Item Delivered,0,1,15,100,20,Low Stock,Cold Storage,5,2026-06-15,Metro Cash Carry,13.7,4.4,248,32
1489,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,276,36,2,Expired Product,0,242,45,300,0,In Stock,Cold Storage,6,2026-06-16,National FMCG Supplies,11.6,4.3,1980,612
1490,2026-06-10,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,282,39,1,Quality Issue,1,244,45,300,0,In Stock,Dry Storage,150,2026-11-07,Local Vendor Network,18.2,3.8,780,156
1491,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,60,51,5,Not Returned,0,14,30,200,30,Low Stock,Dry Storage,270,2027-03-07,Reliance Retail Wholesale,9.0,3.6,714,153
1492,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,76,36,2,Not Returned,1,42,30,200,0,In Stock,Cold Storage,5,2026-06-15,Metro Cash Carry,10.9,4.3,2232,288
1493,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,133,31,0,Not Returned,2,102,37,250,0,In Stock,Dry Storage,365,2027-06-10,National FMCG Supplies,9.7,4.2,7440,1085
1494,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,132,74,2,Expired Product,0,60,30,200,0,In Stock,Cold Storage,7,2026-06-17,Local Vendor Network,9.6,4.5,2960,518
1495,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,25,4,0,Not Returned,1,21,37,250,50,Low Stock,Cold Storage,15,2026-06-25,ITC Supply Chain,8.8,3.9,140,44
1496,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,20,2,1,Damaged Packaging,0,19,37,250,20,Low Stock,Dry Storage,365,2027-06-10,Metro Cash Carry,10.6,4.6,330,34
1497,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,54,28,0,Not Returned,0,26,37,250,0,Low Stock,Dry Storage,150,2026-11-07,Local Vendor Network,11.2,4.9,560,112
1498,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,206,75,6,Quality Issue,2,137,45,300,0,In Stock,Dry Storage,240,2027-02-05,ITC Supply Chain,9.5,4.2,3750,675
1499,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,149,63,5,Not Returned,2,91,30,200,0,In Stock,Dry Storage,730,2028-06-09,ITC Supply Chain,10.8,3.9,8505,1449
1500,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,176,62,2,Not Returned,1,116,37,250,0,In Stock,Dry Storage,730,2028-06-09,ITC Supply Chain,8.8,4.4,1736,372
1501,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,36,32,1,Expired Product,0,5,22,150,20,Low Stock,Dry Storage,365,2027-06-10,HUL Direct Distribution,14.9,4.5,5600,736
1502,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,131,67,2,Damaged Packaging,3,66,22,150,0,In Stock,Frozen,180,2026-12-07,Reliance Retail Wholesale,11.0,4.9,14070,2144
1503,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,121,4,0,Not Returned,0,117,37,250,0,In Stock,Dry Storage,1095,2029-06-09,Metro Cash Carry,13.2,5.0,2396,356
1504,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,189,15,2,Quality Issue,2,176,45,300,0,In Stock,Dry Storage,120,2026-10-08,ITC Supply Chain,12.6,4.3,4335,510
1505,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,15,11,0,Not Returned,0,4,15,100,30,Low Stock,Dry Storage,180,2026-12-07,Amul Cooperative,17.6,4.3,1210,198
1506,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,66,19,1,Damaged Packaging,0,48,15,100,0,In Stock,Cold Storage,10,2026-06-20,Local Vendor Network,8.9,4.3,760,266
1507,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,95,38,0,Not Returned,1,57,30,200,0,In Stock,Dry Storage,120,2026-10-08,Amul Cooperative,13.5,5.0,2470,418
1508,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,7,2,0,Not Returned,0,5,37,250,0,Low Stock,Cold Storage,180,2026-12-07,ITC Supply Chain,14.2,4.0,550,60
1509,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,39,18,0,Not Returned,1,21,15,100,0,In Stock,Dry Storage,210,2027-01-06,Reliance Retail Wholesale,13.2,3.8,450,108
1510,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,125,0,0,Not Returned,3,125,22,150,0,In Stock,Frozen,365,2027-06-10,National FMCG Supplies,12.1,3.6,0,0
1511,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,178,8,1,Damaged Packaging,1,171,45,300,0,In Stock,Dry Storage,270,2027-03-07,ITC Supply Chain,11.4,4.9,320,64
1512,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,146,39,0,Not Returned,1,107,37,250,0,In Stock,Dry Storage,730,2028-06-09,HUL Direct Distribution,6.0,4.8,2145,390
1513,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,200,48,1,Customer Changed Mind,1,153,30,200,0,In Stock,Cold Storage,6,2026-06-16,Metro Cash Carry,6.0,4.9,2640,816
1514,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,129,58,3,Customer Changed Mind,1,74,22,150,0,In Stock,Dry Storage,730,2028-06-09,HUL Direct Distribution,7.3,5.0,5510,986
1515,2026-06-10,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,83,11,0,Not Returned,0,72,22,150,0,In Stock,Dry Storage,4,2026-06-14,ITC Supply Chain,9.7,3.7,495,99
1516,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,27,18,2,Quality Issue,1,11,45,300,0,Low Stock,Dry Storage,150,2026-11-07,HUL Direct Distribution,6.1,3.9,360,72
1517,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,9,1,0,Not Returned,0,8,45,300,50,Low Stock,Dry Storage,120,2026-10-08,Metro Cash Carry,15.6,4.3,65,11
1518,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,35,13,0,Not Returned,0,22,15,100,0,In Stock,Dry Storage,180,2026-12-07,Reliance Retail Wholesale,11.3,3.7,1430,234
1519,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,227,10,0,Not Returned,1,217,45,300,0,In Stock,Cold Storage,7,2026-06-17,Local Vendor Network,11.3,4.3,400,70
1520,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,150,5,1,Customer Changed Mind,1,146,37,250,0,In Stock,Cold Storage,180,2026-12-07,FreshFarm Distributors,9.7,3.6,1375,150
1521,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,111,23,1,Customer Changed Mind,2,89,30,200,0,In Stock,Dry Storage,730,2028-06-09,FreshFarm Distributors,12.9,3.8,2185,391
1522,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,162,48,2,Wrong Item Delivered,1,116,45,300,0,In Stock,Dry Storage,365,2027-06-10,National FMCG Supplies,10.2,3.6,7920,816
1523,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,12,8,0,Not Returned,0,4,15,100,0,Low Stock,Dry Storage,4,2026-06-14,Amul Cooperative,11.9,3.9,360,72
1524,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,46,16,1,Damaged Packaging,0,31,22,150,0,In Stock,Dry Storage,270,2027-03-07,Metro Cash Carry,11.4,4.3,224,48
1525,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,104,21,0,Not Returned,3,83,30,200,0,In Stock,Cold Storage,5,2026-06-15,FreshFarm Distributors,13.1,4.7,1302,168
1526,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,166,23,1,Damaged Packaging,4,144,45,300,0,In Stock,Dry Storage,240,2027-02-05,FreshFarm Distributors,14.6,4.6,1150,207
1527,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,99,12,2,Wrong Item Delivered,1,89,30,200,0,In Stock,Frozen,180,2026-12-07,Metro Cash Carry,11.2,3.7,2520,384
1528,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,228,41,2,Wrong Item Delivered,2,189,37,250,0,In Stock,Dry Storage,365,2027-06-10,ITC Supply Chain,7.9,4.4,9840,1435
1529,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,6,1,0,Not Returned,0,5,15,100,0,Low Stock,Dry Storage,365,2027-06-10,Reliance Retail Wholesale,12.9,4.1,175,23
1530,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,130,64,2,Customer Changed Mind,2,68,37,250,0,In Stock,Dry Storage,120,2026-10-08,National FMCG Supplies,11.0,4.4,18496,2176
1531,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,15,10,0,Not Returned,0,5,30,200,20,Low Stock,Cold Storage,15,2026-06-25,ITC Supply Chain,10.0,3.5,350,110
1532,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,61,1,0,Not Returned,1,60,15,100,0,In Stock,Cold Storage,6,2026-06-16,ITC Supply Chain,8.2,3.8,55,17
1533,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,4,2,0,Not Returned,0,2,22,150,30,Low Stock,Cold Storage,10,2026-06-20,National FMCG Supplies,12.8,4.9,80,28
1534,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,142,16,1,Wrong Item Delivered,2,127,22,150,0,In Stock,Dry Storage,1095,2029-06-09,ITC Supply Chain,13.0,3.6,9584,1424
1535,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,21,20,1,Quality Issue,1,2,37,250,0,Low Stock,Dry Storage,730,2028-06-09,Metro Cash Carry,11.1,3.8,2700,460
1536,2026-06-10,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,138,21,2,Expired Product,2,119,30,200,0,In Stock,Dry Storage,210,2027-01-06,ITC Supply Chain,15.3,5.0,525,126
1537,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,50,44,0,Not Returned,0,6,15,100,0,Low Stock,Dry Storage,730,2028-06-09,Metro Cash Carry,12.9,3.8,4180,748
1538,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,143,55,0,Not Returned,6,88,45,300,0,In Stock,Cold Storage,180,2026-12-07,Reliance Retail Wholesale,9.1,3.5,15125,1650
1539,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,258,40,3,Not Returned,2,221,45,300,0,In Stock,Cold Storage,5,2026-06-15,Local Vendor Network,11.6,4.9,2480,320
1540,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,192,57,5,Wrong Item Delivered,0,140,30,200,0,In Stock,Dry Storage,1095,2029-06-09,Reliance Retail Wholesale,14.6,3.6,34143,5073
1541,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,87,26,0,Not Returned,1,61,30,200,0,In Stock,Cold Storage,10,2026-06-20,HUL Direct Distribution,10.7,4.4,1040,364
1542,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,168,2,0,Not Returned,3,166,45,300,0,In Stock,Dry Storage,240,2027-02-05,Metro Cash Carry,14.0,5.0,100,18
1543,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,77,60,1,Damaged Packaging,1,18,15,100,0,In Stock,Dry Storage,270,2027-03-07,FreshFarm Distributors,11.4,4.3,840,180
1544,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,105,71,1,Not Returned,1,35,22,150,0,In Stock,Frozen,180,2026-12-07,HUL Direct Distribution,8.5,4.0,14910,2272
1545,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,137,10,0,Not Returned,1,127,37,250,0,In Stock,Dry Storage,365,2027-06-10,National FMCG Supplies,8.4,3.6,2400,350
1546,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,15,14,1,Not Returned,1,2,45,300,0,Low Stock,Dry Storage,730,2028-06-09,Local Vendor Network,15.2,3.9,770,140
1547,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,211,76,2,Wrong Item Delivered,1,137,37,250,0,In Stock,Dry Storage,120,2026-10-08,ITC Supply Chain,7.6,4.0,21964,2584
1548,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,2,0,0,Not Returned,0,2,22,150,20,Low Stock,Cold Storage,6,2026-06-16,Local Vendor Network,11.8,4.3,0,0
1549,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,113,1,0,Not Returned,1,112,22,150,0,In Stock,Frozen,365,2027-06-10,Reliance Retail Wholesale,10.6,3.6,149,24
1550,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,97,35,3,Not Returned,0,65,15,100,0,In Stock,Dry Storage,180,2026-12-07,Local Vendor Network,11.0,4.6,3850,630
1551,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,23,19,2,Not Returned,0,6,22,150,0,Low Stock,Dry Storage,270,2027-03-07,Reliance Retail Wholesale,14.1,4.8,760,152
1552,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,126,46,4,Damaged Packaging,2,84,22,150,0,In Stock,Cold Storage,15,2026-06-25,Amul Cooperative,6.0,3.6,1610,506
1553,2026-06-10,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,231,77,4,Expired Product,2,158,37,250,0,In Stock,Dry Storage,730,2028-06-09,FreshFarm Distributors,9.1,3.8,2156,462
